company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
mota-motors,ecommerce,operating,USA,CA,2008-02-01,venture,2011-07-01,5000000
brilig,advertising,operating,USA,NY,2009-01-01,venture,2011-03-22,1800000
bloomreach,enterprise,operating,USA,CA,2009-01-01,series-a,2008-09-01,5000000
marketbridge,ecommerce,operating,USA,MD,2000-01-01,series-a,2000-01-01,5000000
advanced-cell-technology,biotech,operating,USA,CA,2007-01-01,venture,2011-01-02,25000000
nabbr,web,operating,USA,NY,2006-03-10,series-b,2008-11-24,2570000
netpulse,news,operating,USA,CA,1994-01-01,series-a,2009-10-26,3100000
cool-planet-energy-systems,cleantech,operating,USA,CA,2008-01-01,series-a,2010-11-17,8000000
cerelink,network_hosting,closed,USA,NM,,venture,2010-05-11,146000
onstor,network_hosting,acquired,USA,CA,2000-01-01,venture,2007-08-01,27000000
teracent,advertising,acquired,USA,CA,,series-a,2007-01-01,3800000
semmx,web,operating,USA,PA,2011-06-01,angel,2013-04-30,250000
equiso,hardware,operating,USA,MA,2012-02-01,angel,2013-02-01,100000
mediaforge,advertising,acquired,USA,UT,2005-01-01,series-a,2006-07-01,1500000
cramster,web,acquired,USA,CA,2002-01-01,series-b,2010-04-14,6000000
really-strategies,software,operating,USA,PA,2000-06-01,venture,2008-05-15,1800000
gomoto,automotive,operating,USA,VA,2013-01-01,angel,2013-04-05,150000
nectar-online-media,analytics,operating,USA,AZ,2012-06-01,angel,2012-07-01,300000
axis-three,biotech,operating,USA,MA,2002-01-01,venture,2009-06-20,3270000
dobleas,mobile,operating,USA,NY,2012-06-06,series-b,2013-03-07,5400000
procore-technologies,software,operating,USA,CA,2002-01-01,series-b,2007-01-25,4000000
mysupermarket,web,operating,USA,NY,2006-01-01,series-a,2007-05-07,6000000
leadpoint,enterprise,operating,USA,CA,2004-02-29,series-c+,2008-04-28,6000000
aires-pharmaceuticals,biotech,operating,USA,CA,2006-12-01,series-b,2010-11-11,20000000
project-repat,fashion,operating,USA,MA,2010-01-01,angel,2012-04-01,20000
electratherm,cleantech,operating,USA,NV,2005-01-01,series-a,2008-11-11,2600000
dataguise,enterprise,operating,USA,CA,2006-01-01,series-b,2013-09-29,13000000
federatedmedia,advertising,operating,USA,CA,2005-01-01,series-a,2006-03-15,2200000
vascular-therapeutics,biotech,operating,USA,NJ,2001-01-01,venture,2013-07-11,5195226
telsima,web,operating,USA,CA,,other,2007-07-01,25000000
icix-international,enterprise,operating,USA,CA,2003-01-01,series-b,2010-10-26,6000000
cornova,biotech,operating,USA,MA,2003-10-01,venture,2009-10-29,2500000
cinemacraft,photo_video,operating,USA,CA,2012-06-03,series-a,2013-09-17,1500000
troika-networks,network_hosting,acquired,USA,CA,1998-01-01,series-b,2005-07-14,14400000
medityplus,software,operating,USA,FL,,venture,2013-08-27,10000
recyte-therapeutics,biotech,operating,USA,CA,,venture,2011-01-03,4000000
postrelease,advertising,operating,USA,CA,2010-06-07,series-a,2010-06-07,1800000
britely,web,operating,USA,CA,2007-01-01,angel,2009-06-01,500000
station-x,software,operating,USA,CA,,angel,2012-04-16,150000
seatswapr,travel,closed,USA,WI,2012-04-27,angel,2012-07-27,10000
j-c-lads,hardware,operating,USA,TX,1995-01-01,series-a,2013-08-28,5000000
accurate-group,real_estate,operating,USA,NC,,venture,2013-01-08,2000000
palatin-technologies,biotech,operating,USA,NJ,,series-a,2012-07-13,35000000
timehop,photo_video,operating,USA,NY,,series-a,2013-07-25,3000000
sword-diagnostics,biotech,operating,USA,IL,,series-b,2007-03-05,1490000
rhythmia-medical,medical,acquired,USA,MA,2004-01-01,series-b,2007-02-06,7000000
chemocentryx,biotech,operating,USA,CA,1997-01-01,series-c+,2006-08-24,17700000
major-league-gaming,games_video,operating,USA,NY,2002-09-30,venture,2010-12-20,10000000
amvona,search,operating,USA,MA,1999-01-01,angel,2006-10-01,1000000
grantadler,medical,closed,USA,PA,,angel,2009-11-20,100000
percolate,enterprise,operating,USA,NY,2011-01-01,series-a,2012-11-14,9000000
logrhythm,enterprise,operating,USA,CO,2003-01-01,series-b,2009-04-01,3100000
athenix,biotech,acquired,USA,NC,,series-a,2001-09-10,8000000
tracks,social,operating,USA,NY,,venture,2011-11-25,436500
immusant,biotech,operating,USA,MA,,series-a,2011-12-13,20000000
boomdizzle-networks,web,operating,USA,CA,2008-09-01,angel,2008-04-01,300000
raynforest,software,operating,USA,CA,2013-02-14,angel,2013-02-14,300000
radiate-media,news,operating,USA,UT,2011-01-01,venture,2013-08-21,7474557
nchannel,ecommerce,operating,USA,OH,2011-01-01,series-a,2013-04-30,2400000
inmagic,enterprise,operating,USA,MA,1983-01-01,series-a,2007-12-01,5000000
airxpanders,biotech,operating,USA,CA,2006-01-01,private-equity,2012-05-18,11387690
greentech-media,news,operating,USA,MA,2007-01-01,series-b,2008-05-13,2750000
digium,public_relations,operating,USA,AL,1999-01-01,series-a,2006-08-09,13800000
foneshow,mobile,operating,USA,ME,2006-09-01,series-a,2007-09-01,1550000
springleaf-therapeutics,biotech,operating,USA,MA,,series-b,2011-07-08,4000000
tetralogic-pharmaceuticals,biotech,operating,USA,PA,,other,2012-12-13,5000000
bensata,social,operating,USA,TX,2007-01-01,angel,2011-01-26,50000
beacon-endoscopic,medical,operating,USA,MA,2008-01-01,venture,2012-07-05,1250000
panelfly,mobile,operating,USA,NY,,angel,2011-12-28,1000000
cidra,cleantech,operating,USA,CT,,venture,2011-08-31,10000000
speekeasy,consulting,operating,USA,GA,1975-01-01,angel,2013-08-02,725000
rightscale,enterprise,operating,USA,CA,2006-01-01,series-a,2008-04-24,4500000
miramar-labs,medical,operating,USA,CA,2006-01-01,other,2010-10-05,1000000
globallogic,software,operating,USA,VA,1998-01-01,venture,2013-04-12,65320
ofuz,software,operating,USA,CA,2010-01-01,angel,2009-02-01,250000
enstratus,enterprise,acquired,USA,MN,2009-01-01,series-a,2011-11-07,3500000
cyber-ark-software,security,operating,USA,MA,1999-01-01,venture,2011-12-21,40000000
pumpaudio,games_video,acquired,USA,NY,2001-01-01,series-a,2007-06-01,2500000
doublepositive,advertising,operating,USA,MD,2004-01-01,series-b,2006-09-01,2700000
sndax-pharmaceuticals,biotech,operating,USA,MA,2005-01-01,series-a,2010-03-16,9000000
shiftboard,software,operating,USA,WA,2002-09-01,venture,2010-04-20,750000
alerts,public_relations,operating,USA,WA,2007-12-01,angel,2008-07-08,1200000
lyncean-technologies,biotech,operating,USA,CA,2002-01-01,other,2012-01-06,170000
scintella-solutions,enterprise,operating,USA,GA,2008-04-30,angel,2008-04-30,10000
cerulean,biotech,operating,USA,MA,2006-01-01,venture,2006-12-01,2000000
pixeloptics,medical,operating,USA,VA,2005-01-01,other,2012-04-17,7033746
instacart,local,operating,USA,CA,2012-07-01,venture,2012-10-25,2300000
good-technology,mobile,acquired,USA,CA,1996-01-01,series-c+,2003-05-30,27000000
hubbuzz,web,closed,USA,CO,2007-03-01,angel,2007-03-01,750000
offerwire,ecommerce,operating,USA,FL,2003-01-01,series-c+,2009-06-04,3500000
soundflavor,games_video,operating,USA,CA,2003-01-01,series-a,2004-01-01,2000000
whale-shark-media,web,acquired,USA,TX,2007-05-01,series-a,2010-12-02,90000000
mail-com-media-corporation,web,operating,USA,CA,2004-01-01,series-c+,2008-10-21,35000000
usmd,health,operating,USA,TX,1994-01-01,angel,2012-08-15,980000
intouch-technologies,medical,operating,USA,CA,2002-01-01,venture,2012-01-31,6000000
snupi-technologies,mobile,operating,USA,WA,2012-05-15,series-a,2012-12-06,1700000
eglue-business-technologies,software,acquired,USA,NJ,2001-01-01,venture,2008-04-14,12000000
gotv-networks,mobile,acquired,USA,CA,1997-01-01,series-b,2007-03-27,12000000
relayrides,web,operating,USA,CA,2008-11-01,angel,2009-11-01,600000
multiling-corporation,other,operating,USA,UT,1988-01-01,private-equity,2013-08-13,10300000
capella,network_hosting,operating,USA,CA,2000-01-01,venture,2011-04-13,20000000
synergy-hub,web,operating,USA,FL,2009-11-11,angel,2011-03-06,50000
calmsea,analytics,operating,USA,CA,2009-01-01,venture,2012-07-23,1100000
calistoga-pharmaceuticals,biotech,acquired,USA,WA,,series-b,2009-05-05,30000000
qwiqq,mobile,operating,USA,TX,2010-12-01,angel,2012-04-09,250000
tendyne-holdings,biotech,operating,USA,MN,,venture,2013-05-20,11476197
markitx,ecommerce,operating,USA,IL,2012-04-01,other,2013-04-30,1294793
updater,web,operating,USA,NY,2009-11-01,series-a,2013-05-15,3000000
teachscape,software,operating,USA,CA,1999-01-01,series-c+,2009-08-13,16000000
avid-radiopharmaceuticals,biotech,acquired,USA,PA,2005-01-01,series-a,2006-01-05,8900000
health-bliss,health,operating,USA,TN,2013-01-01,series-a,2013-09-18,2000000
mindjet,software,operating,USA,CA,1995-01-01,series-b,2005-05-03,15000000
akshay-wellness,biotech,operating,USA,NJ,2005-01-01,venture,2012-12-12,100000
penn-truss-systems,other,operating,USA,PA,2004-01-01,angel,2009-11-20,50000
plain-vanilla,games_video,operating,USA,CA,2010-10-01,series-a,2013-04-09,2400000
airway-therapeutics,biotech,operating,USA,OH,,angel,2011-06-06,500000
g2b-pharma,biotech,operating,USA,CA,,angel,2013-06-11,235000
tubaloo,public_relations,operating,USA,OR,2006-02-03,angel,2008-12-01,1000000
hoverink-inc,cleantech,operating,USA,CA,2012-01-31,series-b,2012-03-20,220000
socialsci,software,operating,USA,MA,2009-05-01,angel,2010-03-01,12000
liquid-robotics,cleantech,operating,USA,CA,2007-01-01,series-a,2007-07-25,2000000
artspace,ecommerce,operating,USA,NY,,series-a,2012-01-31,2500000
intelepeer,enterprise,operating,USA,CA,2003-01-01,venture,2009-10-06,4000000
progreso-financiero,finance,operating,USA,CA,2005-06-01,series-c+,2010-07-08,28000000
scality,software,operating,USA,CA,2010-02-01,series-b,2011-02-25,7000000
eeye-digital-security,search,operating,USA,CA,1998-01-01,series-c+,2002-12-01,9000000
iroa-technologies,biotech,operating,USA,MI,2013-01-01,venture,2013-04-22,700000
meta-pharmaceutical-services,enterprise,operating,USA,PA,,other,2010-09-30,6000000
greystripe,advertising,acquired,USA,CA,2005-01-01,series-a,2006-10-12,1200000
chango,advertising,operating,USA,PA,2008-01-01,series-a,2010-06-30,1400000
azul-systems,enterprise,operating,USA,CA,2002-01-01,venture,2007-09-13,40000000
jibe,enterprise,operating,USA,NY,2010-03-22,angel,2010-03-22,875000
ditto-com,ecommerce,operating,USA,CA,2011-02-01,series-a,2011-09-01,3000000
myedmatch,education,operating,USA,DC,2012-11-01,series-a,2013-08-01,2600000
purehistory,search,operating,USA,NJ,2011-01-02,angel,2011-01-02,5000
opgen,biotech,operating,USA,MD,2002-01-01,series-b,2010-09-28,17000000
biolex-therapeutics,biotech,closed,USA,NC,1997-01-01,series-c+,2008-10-06,60000000
vaxinnate,biotech,operating,USA,NJ,2002-01-01,other,2010-03-17,24810408
umetime-corp,mobile,operating,USA,TX,2011-12-01,venture,2012-06-06,100000
playd8,mobile,operating,USA,CA,2011-02-22,angel,2011-02-22,60000
legolas-media,advertising,operating,USA,NY,2009-01-01,venture,2010-05-11,1050000
mangofizz-jobs,web,closed,USA,TX,2007-01-01,angel,2007-01-01,300000
ratify,software,closed,USA,WA,2010-01-01,other,2012-09-06,2000000
attivio,enterprise,operating,USA,MA,2007-08-01,private-equity,2013-01-04,41940000
coupons-com,web,operating,USA,CA,1998-01-01,series-c+,2006-12-01,20000000
hazelcast,software,operating,USA,CA,2008-12-20,series-a,2013-09-19,2500000
agilence,enterprise,operating,USA,NJ,2006-01-01,series-b,2009-12-08,2000000
united-sample,web,operating,USA,CA,2008-04-01,series-c+,2010-06-22,10250000
spruce-media,enterprise,operating,USA,CA,2010-03-01,venture,2012-01-11,517010
corthera,biotech,acquired,USA,CA,,series-c+,2007-12-20,23000000
gigya,enterprise,operating,USA,CA,2006-06-01,series-c+,2008-10-01,11000000
gazelle,ecommerce,operating,USA,MA,2006-01-01,series-c+,2010-07-21,12000000
social-rewards-inc,advertising,operating,USA,CA,2010-03-30,angel,2012-12-31,700000
eglue-business-technologies,software,acquired,USA,NJ,2001-01-01,series-b,2006-07-02,10000000
ordermotion,web,operating,USA,MA,1994-01-01,venture,2008-07-21,1400000
optimine-software,software,operating,USA,MN,2008-01-01,venture,2012-08-08,3886808
elite-pharmaceuticals,biotech,operating,USA,NJ,,venture,2013-04-23,205038
tioga-pharmaceuticals,biotech,operating,USA,CA,2005-01-01,series-a,2010-02-17,18000000
grocio,web,operating,USA,OK,2007-06-01,angel,2008-11-19,30000
confluence,software,operating,USA,PA,,venture,2006-08-24,60000000
esilicon,semiconductor,operating,USA,CA,2000-01-01,series-c+,2005-02-14,15000000
crowdtwist,enterprise,operating,USA,NY,2009-08-01,angel,2011-03-15,750000
quidsi,ecommerce,acquired,USA,NJ,2005-01-01,series-a,2006-09-01,4000000
arcot-systems,security,acquired,USA,CA,1997-01-01,series-b,2008-06-18,23000000
safe-communications,mobile,operating,USA,AZ,2010-01-01,angel,2012-05-09,522500
bookrenter-com,web,operating,USA,CA,2006-08-20,venture,2011-02-23,20000000
emme-e2ms,cleantech,operating,USA,OR,,venture,2012-05-16,2600000
hydropoint-data-systems,analytics,operating,USA,CA,2002-01-01,series-c+,2007-02-02,19000000
rhythmia-medical,medical,acquired,USA,MA,2004-01-01,venture,2010-09-24,5000000
the-echo-nest,music,operating,USA,MA,2005-07-14,series-c+,2012-07-12,17300000
quietyme,hospitality,operating,USA,WI,2013-01-01,angel,2013-08-21,300000
govoluntr,web,operating,USA,CA,2011-05-28,other,2011-05-28,30000
lucidux,medical,operating,USA,RI,,venture,2012-07-30,250000
extreme-reach,advertising,operating,USA,MA,2007-01-01,private-equity,2013-05-10,50000000
kiip,mobile,operating,USA,CA,2010-07-13,angel,2010-10-28,300000
sprout-social,software,operating,USA,IL,2010-01-01,series-b,2011-02-23,10000000
roqbot,mobile,operating,USA,CA,2010-01-01,angel,2012-06-12,1200000
digital-edge-sports,sports,operating,USA,OH,2011-06-01,venture,2012-08-22,25000
scaledb,software,operating,USA,CA,2005-01-01,series-a,2008-08-01,2100000
draker-laboratories,cleantech,operating,USA,VT,1999-01-01,series-a,2008-08-11,1000000
crux-biomedical,biotech,acquired,USA,CA,,series-b,2009-01-01,8000000
clupedia,network_hosting,operating,USA,CA,2000-01-01,series-a,2007-05-22,1300000
alphanation,finance,closed,USA,NY,2010-01-01,angel,2011-03-01,150000
chattertrap,web,operating,USA,CA,2010-01-01,other,2013-09-20,1000000
marshad-technology-group,ecommerce,operating,USA,NY,1983-01-28,series-a,2000-01-01,2000000
sezmi,games_video,operating,USA,CA,2007-01-01,series-b,2008-11-25,33000000
matisse-networks,network_hosting,operating,USA,CA,2002-01-01,series-b,2006-07-18,7500000
mineful,advertising,operating,USA,IL,2009-08-01,angel,2011-09-23,25000
music-dealers,advertising,operating,USA,IL,2008-09-01,series-b,2011-12-21,2180000
sumall,enterprise,operating,USA,NY,2011-05-06,venture,2012-06-01,1500000
logictree,transportation,operating,USA,MD,1997-01-01,series-a,2006-05-24,4000000
intrexon-corporation,biotech,ipo,USA,VA,1998-01-01,series-c+,2011-05-31,100000000
fleetmatics,software,operating,USA,IL,2004-10-22,series-c+,2010-12-06,68000000
joyent,enterprise,operating,USA,CA,2004-01-01,other,2011-09-27,5000000
tendril,software,operating,USA,CO,2004-01-01,series-a,2005-01-01,1500000
agbiome,biotech,operating,USA,NC,2012-01-01,series-a,2013-04-11,14500000
pictage-inc,photo_video,operating,USA,CA,2000-01-01,series-a,2006-03-02,29000000
infochimps,enterprise,acquired,USA,TX,2009-07-14,other,2012-09-01,1900000
attendio,software,operating,USA,CA,2006-01-01,venture,2007-01-01,965000
torax-medical,medical,operating,USA,MN,2002-01-01,series-c+,2012-09-19,30000000
define-my-style,web,closed,USA,OH,2010-02-01,angel,2011-12-02,690000
ceterix-orthopaedics,biotech,operating,USA,CA,2010-01-01,series-b,2013-01-23,19500000
dispatch-io,messaging,operating,USA,NY,2011-05-01,angel,2011-11-10,965000
tva-medical,medical,operating,USA,TX,,series-b,2013-06-10,9500000
sikorsky-aircraft,manufacturing,operating,USA,CT,2007-01-01,other,2009-12-10,11500000
drop-io,education,acquired,USA,NY,2007-11-26,series-a,2007-12-03,1200000
sunshine-heart,biotech,operating,USA,MN,,series-a,2012-02-22,2112769
packetmotion-inc,enterprise,operating,USA,CA,2002-01-01,series-c+,2007-08-13,7500000
activenetwork,software,ipo,USA,CA,1999-08-01,series-a,1999-09-01,200000
shopkick,mobile,operating,USA,CA,2009-06-01,series-a,2010-01-01,2500000
direct-vet-marketing,advertising,operating,USA,ME,,venture,2010-10-13,2000000
medley-health,health,closed,USA,CA,,series-b,2011-11-14,20000000
airstrip-technologies,medical,operating,USA,TX,2004-01-01,venture,2010-08-24,30000000
trutouch-technologies,manufacturing,operating,USA,NM,2005-01-01,series-a,2005-11-01,2400000
aethlon-medical,medical,operating,USA,CA,,other,2012-02-29,1050000
motif-investing,finance,operating,USA,CA,2010-06-01,series-b,2011-07-25,20000000
goldspot-media,advertising,operating,USA,CA,2006-01-01,series-b,2011-04-07,12050000
keaton-row,fashion,operating,USA,NY,2011-01-01,other,2013-08-29,1582500
carmell-therapeutics,biotech,operating,USA,PA,2007-01-01,other,2012-12-14,410797
indeed,web,acquired,USA,TX,2004-11-01,series-a,2005-08-01,5000000
hypemarks,web,operating,USA,CA,2011-10-31,angel,2012-06-04,350000
moobella,manufacturing,operating,USA,MA,,series-a,2009-09-18,18000000
thewrap,news,operating,USA,CA,2008-08-01,series-b,2010-04-27,2000000
arch-grants,finance,operating,USA,MO,2011-05-01,venture,2012-02-21,2500000
backplane,web,operating,USA,CA,2011-01-26,series-a,2011-08-16,1800000
sanarus-medical,biotech,operating,USA,CA,1999-01-01,series-c+,2007-02-20,15000000
ionic-security-inc,security,operating,USA,GA,2011-05-04,series-a,2012-05-24,2040000
epivax,analytics,operating,USA,RI,1998-01-01,other,2012-04-09,1500000
beyond-oblivion,music,operating,USA,NY,,venture,2011-03-07,77000000
openstudy,education,operating,USA,GA,2008-11-01,angel,2008-01-01,1270000
biba,mobile,operating,USA,CA,2012-01-01,series-b,2013-06-25,15000000
raser-technologies,cleantech,ipo,USA,UT,2003-01-01,other,2009-12-08,30000000
saladax-biomedical,biotech,operating,USA,PA,,other,2011-06-21,9000000
small-demons,web,operating,USA,CA,2009-10-01,series-a,2011-06-01,1500000
innovative-spinal-technologies,biotech,acquired,USA,TX,2002-01-01,series-c+,2008-09-08,18000000
incipient-inc,software,operating,USA,MA,2001-01-01,series-c+,2005-01-21,20100000
clevefoundation,local,operating,USA,OH,1914-01-01,other,2013-07-01,15300000
uplogix,enterprise,operating,USA,TX,2003-01-01,series-c+,2008-04-22,10000000
crowdtilt,finance,operating,USA,CA,2012-02-08,series-a,2013-03-22,12000000
marketpage,ecommerce,operating,USA,CA,2012-01-01,venture,2011-08-01,1000000
skypilot-networks,mobile,acquired,USA,CA,2000-01-01,venture,2006-01-01,21000000
postmaster-io,software,operating,USA,TX,2012-10-01,angel,2013-05-21,600000
jebbit,advertising,operating,USA,MA,2010-12-01,series-a,2013-08-01,1750000
pronova-solutions,biotech,operating,USA,TN,2011-01-01,venture,2012-11-13,7500000
sennari,software,operating,USA,CA,1999-01-01,series-b,2005-09-26,5000000
